公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
济南恒大汇峰试验仪器有限公司,济南 济南市槐荫区经六路720号,18660411572,"试验机 , 检测仪器及实验室设备 ",潘伟,18660411572,,,1443018237@qq.com,生产,,,,http://www.jnhdhf.com,"法人名称：济南恒大汇峰试验仪器有限公司主要经营产品：试验机 , 检测仪器及实验室设备 经营范围：批发、零售：仪器仪表、试验机及配件、电子设备、机械零部件、电线电缆、五金交电、太阳能配件；电线电缆及配件的研发、设计及技术咨询；试验机技术咨询服务；控制柜的调试服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。营业执照号码：370104200039804发证机关：济南市槐荫区市场监督管理局核准日期：2016-09-23经营状态：在营经营模式：生产成立时间：2011年08月26日职员人数：30人注册资本：500 (万元)公司官网：http://www.jnhdhf.com所属分类：试验机公司所属城市：济南企业网 槐荫区 类型：有限责任公司(自然人独资)顺企编码：6375092商铺：http://jinan0134913.11467.com/",,https://www.11467.com/jinan/co/134913.htm,
河北辰力吊索具集团有限公司,河北省保定市清苑区东吕乡东吕村,0312-8037111,"吊装带 , 捆绑带 , 压套机 , 起重链条 , 拉力机 , 卸扣 , 吊钩 , 吊环 , 手拉葫芦 , 电动葫芦 ",苏经理,15188973322,,,3029381717@qq.com,3000 (万元),,,,63584299,"法人名称：河北辰力吊索具集团有限公司主要经营产品：吊装带 , 捆绑带 , 压套机 , 起重链条 , 拉力机 , 卸扣 , 吊钩 , 吊环 , 手拉葫芦 , 电动葫芦 经营范围：化学纤维索具、缆绳、合股线的生产；吊钳、跨顶、铝套、钢铁铰接链、模锻机械压力机、金属加工压力机、金属冷轧机、吸盘、手拉葫芦、手扳葫芦、千斤顶、索具配件的生产、销售；起重滑车、升降机、钢材、机械设备、涤纶纱、丙纶纱、棉纱、电动葫芦、电动提升机销售；货物进出口业务。（以上项目法律、行政法规禁止的项目除外...营业执照号码：130622000001589发证机关：清苑区工商行政管理局经营状态：存续成立时间：2005年06月08日注册资本：3000 (万元)所属分类：通用设备厂黄页所属城市：保定企业网 清苑县 清苑县东吕乡类型：有限责任公司顺企编码：63584299商铺：http://63584299.b2b.11467.com/",,https://www.11467.com/qiye/63584299.htm,
河北远邦起重机械制造有限公司,河北省保定市清苑区东吕乡东吕村,-312,"吊装带 , 起重吊索具 , 手拉葫芦 , 电动葫芦 ",张宇,15200072226,,,2990113450@qq.com,,,,,,"法人名称：河北远邦起重机械制造有限公司主要经营产品：吊装带 , 起重吊索具 , 手拉葫芦 , 电动葫芦 经营状态：在业所属分类：索具公司所属城市：保定企业网 清苑县 清苑县东吕乡顺企编码：95107514商铺：http://95107514.b2b.11467.com/",,https://www.11467.com/qiye/95107514.htm,
南京韦尔索具有限公司,南京 江北新区葛塘街道浦六北路216号,-25,"起重链条组合吊索具 , 起重合成纤维吊装带 , 捆绑带 , 索具配件 ",李小姐,13276627265,,,wellrigging@163.com,,,,,,"法人名称：南京韦尔索具有限公司主要经营产品：起重链条组合吊索具 , 起重合成纤维吊装带 , 捆绑带 , 索具配件 经营状态：在业所属分类：五金其他未分类公司所属城市：南京企业网 六合区 六合区葛塘顺企编码：95166983商铺：http://95166983.b2b.11467.com/",,https://www.11467.com/qiye/95166983.htm,
固安县兴科滤业有限公司,河北固安县廊坊市林成工业区 - ,3166122039,"除尘滤芯 , 除尘滤筒 , 滤芯滤筒厂家 , 板框滤芯 , 2米滤芯 , 防静电滤芯 , 覆膜滤芯 , 阻燃滤芯 , 铝盖除尘滤芯 , HV滤芯 ",尹经理,13731629336,,,743402740@qq.com,存续（在营、开业、在册）,,,,滤芯公司,"法人名称：固安县兴科滤业有限公司主要经营产品：除尘滤芯 , 除尘滤筒 , 滤芯滤筒厂家 , 板框滤芯 , 2米滤芯 , 防静电滤芯 , 覆膜滤芯 , 阻燃滤芯 , 铝盖除尘滤芯 , HV滤芯 经营范围：过滤器材、滤芯加工、销售（法律、行政法规禁限经营的除外；法律、行政法规规定需取得行政许可的，未获批准前不得经营）*营业执照号码：131022000002091发证机关：廊坊市固安县工商行政管理局核准日期：2011-04-11经营期限：10年经营状态：存续（在营、开业、在册）经营模式：生产成立时间：2007年01月01日公司官网：http://www.xingkelvye.com所属分类：滤芯公司所属城市：廊坊企业网 固安县 固安县固安镇类型：有限责任公司顺企编码：19255952商铺：http://langfang058504.11467.com/",,https://www.11467.com/langfang/co/58504.htm,
河北手牌起重机械制造有限公司,河北省保定市清苑县 - ,13831210110,"环链电动葫芦 , 手拉葫芦 , 手扳葫芦 , 吊装带 ",张红伟,13831210110,,,1536679444@163.com,存续（在营、开业、在册）,,,,保定企业网,"法人名称：河北手牌起重机械制造有限公司主要经营产品：环链电动葫芦 , 手拉葫芦 , 手扳葫芦 , 吊装带 经营范围：手拉葫芦、电动葫芦、手板葫芦、环链电动提升机、多功能提升机、吊装带、电动吊篮、滑车、吊运机、电子吊秤、千斤顶、起重吊钳、吸盘、起重链条、跑车、叉车、电动绞盘、卷扬机、捆绑器制造、销售；卸扣、轴承、建筑材料、起重配件销售；普通货物进出口业务。（法律、行政法规或国务院决定规定须报经审批的项目，未获批准前不准经营）营业执照号码：91130608060477871G发证机关：清苑区工商行政管理局核准日期：2016-01-14经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2013年01月14日注册资本：800万人民币 (万元)所属分类：其他工程与建筑机械公司所属城市：保定企业网类型：有限责任公司(自然人独资)顺企编码：26098858商铺：http://26098858.b2b.11467.com/",,https://www.11467.com/qiye/26098858.htm,
保定市凯莱索具有限公司,保定 西高庄工业园 - ,86-03128146220,"索具  ,  卸扣  ,  吊钩  ,  吊环  ,  吊带  , 索具配件 , 合成索具 ",王娟,13731210220,,,kailaisuoju@163.com,生产加工,,,,索具公司,"法人名称：保定市凯莱索具有限公司主要经营产品：索具  ,  卸扣  ,  吊钩  ,  吊环  ,  吊带  , 索具配件 , 合成索具 经营范围：起重设备，五金产品，金属构件制品，各种绳、线、缆及网，金属丝绳批发、零售（全部经营范围内，法律法规禁止的不得经营；应经专项审批的，未获得审批前不得经营）营业执照号码：130604000014966核准日期：2014-10-15经营期限：10年经营状态：存续（在营、开业、在册）经营模式：生产加工成立时间：1998年06月05日职员人数：100人注册资本：100万人民币 (万元)所属分类：索具公司所属城市：保定企业网类型：有限责任公司顺企编码：579277商铺：http://baoding079304.11467.com/",,https://www.11467.com/baoding/co/79304.htm,
泰州市力夫特绳网带厂,扬州 江苏省泰州市高港区田河江平东路598号,86-52386933296,"专业生产合成纤维吊带 , 柔性吊带 , 环形柔性吊带 , 扁平吊带 , 丙纶扁平吊带 , 酸洗吊带 , 石油管道专用吊带 , 大吨位吊索 , 货车捆绑器 , 吊装带 , 起重吊带 , 大吨位吊带 , 环型吊装带 , 异型吊装带 , 拉紧器 , 紧固器 , 捆绑带 ,  ",陈亚君,13961011588,,,lift98@jslift.com,生产加工,,,,http://www.jslift.com,"法人名称：泰州市力夫特绳网带厂主要经营产品：专业生产合成纤维吊带 , 柔性吊带 , 环形柔性吊带 , 扁平吊带 , 丙纶扁平吊带 , 酸洗吊带 , 石油管道专用吊带 , 大吨位吊索 , 货车捆绑器 , 吊装带 , 起重吊带 , 大吨位吊带 , 环型吊装带 , 异型吊装带 , 拉紧器 , 紧固器 , 捆绑带 ,  经营范围：安全带、安全网、绳、网、带、吊具、线、软梯、工具制造，销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：9132120374313785X5发证机关：泰州市高港工商行政管理局核准日期：2016-07-22经营状态：在业经营模式：生产加工成立时间：1998年10月20日职员人数：286人注册资本：3000 (万元)工厂官网：http://www.jslift.com所属分类：索具公司所属城市：扬州企业网类型：个人独资企业顺企编码：17740商铺：http://yangzhou043364.11467.com/",,https://www.11467.com/yangzhou/co/43364.htm,
济南时代新科试验仪器有限公司,济南 济南市市中区济微路79号230室,86 0531  80651366,"拉伸试验机 , 硬度计 , 冲击试验机 ,  钢筋弯曲试验机  , 弹簧试验机 , 金相显微镜 , 碳硫分析仪 ,  ",宋经理,18678828766,,,271240241@qq.com,无,,,,济南企业网,"法人名称：济南时代新科试验仪器有限公司主要经营产品：拉伸试验机 , 硬度计 , 冲击试验机 ,  钢筋弯曲试验机  , 弹簧试验机 , 金相显微镜 , 碳硫分析仪 ,  经营范围：批发、零售：试验机、试验仪器仪表及配件，机械设备及配件，电子产品，计量器具，焊接设备，传感器，化学分析仪器及配件，桶装润滑油，钢材，建材，五金交电，化工产品（不含危险品），计算机、软件及辅助设备（不含信息安全产品）；试验设备的安装、调试、维修及相关技术咨询。（依法须经批准的项目，经相关部门批准后方可...营业执照号码：370103200033665发证机关：济南市市中区市场监督管理局核准日期：2016-08-22经营状态：在营经营模式：无成立时间：2010年01月25日公司官网：http://www.jnsdxk.com所属分类：拉力试验机公司所属城市：济南企业网类型：有限责任公司(自然人独资)顺企编码：6316603商铺：http://jinan085791.11467.com/",,https://www.11467.com/jinan/co/85791.htm,
济南东辰试验仪器有限公司,山东省济南市市中区党家街道办事处160号,0531-86115995,"压力试验机 , 拉力试验机 , 卧式拉力试验机 , 液压试验机 , 电子试验机 , 冲击试验机 , 扭转试验机 , 弹簧试验机 ",刘金涛,18660819756,,,2362050001@qq.com,2006年6月2日,,,,拉力试验机公司,"法人名称：济南东辰试验仪器有限公司主要经营产品：压力试验机 , 拉力试验机 , 卧式拉力试验机 , 液压试验机 , 电子试验机 , 冲击试验机 , 扭转试验机 , 弹簧试验机 经营范围：机械设备，试验仪器，五金产品，建材，仪器仪表，医疗器械产品，电子产品，非专控通讯器材，汽车零部件，测控系统，自动化设备，家用电器，环保设备，文具用品；国内广告业务，进出口业务；其他按法律、法规、国务院决定等规定未禁止和不需经营许可的项目（依法须经批准的项目，经相关部门批准后方可开展经营活动...营业执照号码：370103200180933发证机关：济南市市中区市场监督管理局经营状态：在营经营模式：生产成立时间：2006年06月02日职员人数：76人注册资本：1000 (万元)公司官网：http://www.jndcst.com所属分类：拉力试验机公司所属城市：济南企业网类型：有限责任公司(自然人投资或控股)顺企编码：26501489商铺：http://jinan0159221.11467.com/",,https://www.11467.com/jinan/co/159221.htm,
沈阳派尼尔起重机械设备有限公司,沈阳 沈阳市苏家屯区佟沟乡胜利村,024-31366204,"圆环链 , 起重吊带 , 钢丝绳 , 吊索具 , 卸扣 , 平衡梁 ",李云野,13909883919,,,sy_painier@163.com,存续（在营、开业、在册）,,,,沈阳企业网 苏家屯区 苏家屯区佟沟乡,"法人名称：沈阳派尼尔起重机械设备有限公司主要经营产品：圆环链 , 起重吊带 , 钢丝绳 , 吊索具 , 卸扣 , 平衡梁 经营范围：起重设备的吊链、吊钩制造；悬挂、输送卷扬机、金属结构制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动。营业执照号码：91210111793162279T发证机关：沈阳市苏家屯区市场监督管理局核准日期：2016-07-12经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2006年09月26日注册资本：21               万人民币 (万元)所属分类：起重机公司所属城市：沈阳企业网 苏家屯区 苏家屯区佟沟乡类型：有限责任公司(自然人投资或控股)顺企编码：10466345商铺：http://shenyang087579.11467.com/",,https://www.11467.com/shenyang/co/87579.htm,
杭州侨兴织带机厂,中国 浙江 杭州市 杭州莫干山路678号,0571-87699375,"高速无梭织带机 , 重型织带机 , 粘扣带织带机 , 窗帘带织带机 , 玻纤带织带机 , 医疗绷带织带机 , 高速整经机 , 染色整烫机等 ",商正林,13758245645,,,1647470282@qq.com,95人,,,,4903501,"法人名称：杭州侨兴织带机厂主要经营产品：高速无梭织带机 , 重型织带机 , 粘扣带织带机 , 窗帘带织带机 , 玻纤带织带机 , 医疗绷带织带机 , 高速整经机 , 染色整烫机等 经营范围：许可经营项目：织带机成套设备及辅助设备的制造、加工（污染物排放许可证有效期至2015年12月31日）。营业执照号码：330105000070199经营状态：在业经营模式：制造，加工成立时间：1987年07月14日职员人数：95人注册资本：100 (万元)所属分类：服装机械设备公司所属城市：杭州企业网顺企编码：4903501商铺：http://hangzhou0187308.11467.com/",,https://www.11467.com/hangzhou/co/187308.htm,
泰州海得利吊装设备有限公司,泰州 泰州市高港区开发路北侧住宅楼117-118号,0523-86936506,"吊装带 , 集装箱防风带 ",陈,18961074399,,,tzhdl999@163.com,在业,,,,泰州企业网 高港区 高港区口岸,"法人名称：泰州海得利吊装设备有限公司主要经营产品：吊装带 , 集装箱防风带 经营范围：吊带、吊索具、冶金夹具、绳、网、带制造，销售（不含塑料、橡胶制品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203557107630T发证机关：泰州市高港工商行政管理局核准日期：2016-05-05经营期限：10年经营状态：在业成立时间：2010年06月12日注册资本：100万元人民币 (万元)所属分类：索具公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司(自然人独资)顺企编码：12522408商铺：http://taizhoushi029767.11467.com/",,https://www.11467.com/taizhoushi/co/29767.htm,
泰州市三金编织有限公司,泰州 泰州市高港区永安工业区标准厂房区,86-052387080813,"电力牵引绳 , 高压绝缘绳 , 千斤绳 , 安全绳 , 安全带 , 软梯 , 安全网 , 标志桩 , 标志块 , 警示牌 , 吊带 , 吊绳 , 安全腰带悬挂器 , 防坠器 ",王荣平,13852840303,,,wrpawx@126.com,在业,,,,100万元人民币 (万元),"法人名称：泰州市三金编织有限公司主要经营产品：电力牵引绳 , 高压绝缘绳 , 千斤绳 , 安全绳 , 安全带 , 软梯 , 安全网 , 标志桩 , 标志块 , 警示牌 , 吊带 , 吊绳 , 安全腰带悬挂器 , 防坠器 经营范围：编织带、绳网带、吊索具（不含塑料、橡胶制品）制造，销售；办公用品、文体用品（不含图书、报刊、音像制品）、安全防护用品、工装工具、节能产品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212036798377469发证机关：泰州市高港工商行政管理局核准日期：2016-04-22经营期限：10年经营状态：在业经营模式：生产加工成立时间：1998年06月29日职员人数：58人注册资本：100万元人民币 (万元)所属分类：安全带、安全绳公司所属城市：泰州企业网 高港区 类型：有限责任公司(自然人独资)顺企编码：243668商铺：http://taizhoushi051854.11467.com/",,https://www.11467.com/taizhoushi/co/51854.htm,
江苏东方力神吊装设备有限公司,江苏省泰州市高港区口岸振强路58号,86-052386934824,"吊装带 , 钢丝绳吊具 ,  索具  , 索具配件 , 安全网 , 安全带 , 钢板起重钳 , 链条索具 ",李立,15951152233,,,jsdflss@163.com,在业,,,,2000万元  (万元),"法人名称：江苏东方力神吊装设备有限公司主要经营产品：吊装带 , 钢丝绳吊具 ,  索具  , 索具配件 , 安全网 , 安全带 , 钢板起重钳 , 链条索具 经营范围：吊具、吊框、吊架、索具、夹具、绳、网、带、安全网、安全带、普通机械配件（不含橡胶、塑料制品）制造，销售；化纤制品、建材、钢丝绳销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203763581819W发证机关：泰州市高港工商行政管理局核准日期：2016-03-01经营期限：10年经营状态：在业经营模式：生产加工成立时间：2004年06月28日职员人数：260人注册资本：2000万元  (万元)公司官网：http://www.jsdfls.com.cn所属分类：其他紧固件、连接件公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司顺企编码：9558",,https://www.11467.com/taizhoushi/co/28483.htm,
射阳县恩玉化纤有限公司,江苏省盐城市射阳县经济开发区海都路1号,0515-82306798,"专业各色高强丙纶长丝有阻燃 三叶型异型功能丝 抗老化 增白 抗静电 抗紫外线 丙纶线生产商.0515-82306798.
广泛用于工业吊装带 , 安全带 , 水带 , 工业用线 , 水管线 , 绳网 , 土工布 , 过滤布等.三叶形 , 三角形等异形丝 , 油剂低 , 分散好 , 主要用于抗裂抗渗纤维等领域诚信是我们忠实的信条 ",张书轼,未提供,,,info@enyucn.cn,280人,,,,盐城企业网 建湖县 建湖县经济开发区,"法人名称：射阳县恩玉化纤有限公司主要经营产品：专业各色高强丙纶长丝有阻燃 三叶型异型功能丝 抗老化 增白 抗静电 抗紫外线 丙纶线生产商.0515-82306798.
广泛用于工业吊装带 , 安全带 , 水带 , 工业用线 , 水管线 , 绳网 , 土工布 , 过滤布等.三叶形 , 三角形等异形丝 , 油剂低 , 分散好 , 主要用于抗裂抗渗纤维等领域诚信是我们忠实的信条 营业执照号码：320924000019804发证机关：射阳县市场监督管理局经营状态：吊销注销时间：2014-09-22成立时间：1992年12月01日职员人数：280人注册资本：520 (万元)公司官网：http://www.enyucn.cn所属分类：化学纤维厂黄页所属城市：盐城企业网 建湖县 建湖县经济开发区顺企编码：561",,https://www.11467.com/yancheng/co/17945.htm,
天津市匡力起重设备有限公司,天津 天津市北辰区双口镇 - ,86-02258132027,"手摇跨顶 , 手拉葫芦 , 起重滑车 , 起重坦克 , 吊装带 , 手摇绞盘等起重系类。 ",苏国庆,15122919888,,,tianjinkuangli@163.com,10人,,,,79324,"法人名称：天津市匡力起重设备有限公司主要经营产品：手摇跨顶 , 手拉葫芦 , 起重滑车 , 起重坦克 , 吊装带 , 手摇绞盘等起重系类。 经营范围：起重设备（取得特种设备安全监察部门许可后经营）、起重工具及配件、吊索具、钢丝绳、机械设备加工、制造；钢材销售。（以上经营范围涉及行业许可的凭许可证件，在有效期..营业执照号码：120113000136943经营状态：在业经营模式：生产加工成立时间：2012年05月30日职员人数：10人注册资本：30万元  (万元)所属分类：千斤顶公司所属城市：天津企业网顺企编码：79324",,https://www.11467.com/tianjin/co/19614.htm,
河北雄力起重机械制造有限公司,中国 河北 保定 清苑县 东吕乡东吕村 ,(0312)86 0371 63216356,"吊运机 , 多功能电动提升机 , 微型电动葫芦 , 手拉葫芦 , 电动葫芦 , 环链电动葫芦 , 钢丝绳电动葫芦 , 钢板吊钳 , 永磁吸盘 , 吊装带 ",杜红军,13938526334,,,shop1408430887071,存续（在营、开业、在册）,,,,装修机械公司,"法人名称：河北雄力起重机械制造有限公司主要经营产品：吊运机 , 多功能电动提升机 , 微型电动葫芦 , 手拉葫芦 , 电动葫芦 , 环链电动葫芦 , 钢丝绳电动葫芦 , 钢板吊钳 , 永磁吸盘 , 吊装带 经营范围：手拉葫芦、手扳葫芦制造、销售；叉车、单轨小车、吊索具、小型起重工具、手动液压叉车、电动葫芦及配件、提升机、吊装带、滑车、室内外吊运机、起重吊钳、千斤顶、卸扣、起重链条、钢板吊钳销售；货物进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：130622000019024发证机关：清苑区工商行政管理局核准日期：2014-06-30经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2014年06月30日职员人数：51人注册资本：300万人民币 (万元)所属分类：装修机械公司所属城市：保定企业网 清苑县 清苑县东吕乡类型：有限责任公司(自然人独资)顺企编码：23353441商铺：http://23353441.b2b.11467.com/",,https://www.11467.com/qiye/23353441.htm,
泰州市高港区创源起重吊装设备厂,泰州 泰州市高港区口岸街道田河江平线南侧,86-052386935147,"钢卷吊具 , 钢板吊具 , 平衡量吊具 , 绳网带 , 钢卷双面夹钳 ",陈崇明,13852602839,,,225300,生产加工 [已实地认证],,,,安全、防护用品代理加盟公司,"法人名称：泰州市高港区创源起重吊装设备厂主要经营产品：钢卷吊具 , 钢板吊具 , 平衡量吊具 , 绳网带 , 钢卷双面夹钳 经营范围：吊索具、工具、绳网带制造，销售；钢丝绳压头、小五金制品销售；劳保用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203664949585N发证机关：泰州市高港工商行政管理局核准日期：2016-05-12经营状态：在业经营模式：生产加工 [已实地认证]成立时间：2007年07月27日职员人数：11人注册资本：50万元 (万元)所属分类：安全、防护用品代理加盟公司所属城市：泰州企业网 高港区 高港区口岸类型：个人独资企业顺企编码：21204287",,https://www.11467.com/taizhoushi/co/58204.htm,
泰州市开发区宏明织造厂,泰州 泰州市开发区寺巷镇石桥村七组,86-052386818496,"安全绳 , 安全带 ,  锁具 ,  吊钩 , 吊装带 , 柔性吊带 ,  吊环 , 登山绳 ,  吊绳 ,  吊带 ",吴广明,13815959736,,,225300,生产加工,,,,安全带、安全绳公司,"法人名称：泰州市开发区宏明织造厂主要经营产品：安全绳 , 安全带 ,  锁具 ,  吊钩 , 吊装带 , 柔性吊带 ,  吊环 , 登山绳 ,  吊绳 ,  吊带 经营范围：绳、网、线、带、吊索具、软梯制造销售；服装辅料、体育器材、手套、化纤制品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212916853222394发证机关：泰州医药高新技术产业开发区市场监督管理局核准日期：2016-08-05经营状态：在业经营模式：生产加工成立时间：2009年02月19日职员人数：11人注册资本：80万元 (万元)所属分类：安全带、安全绳公司所属城市：泰州企业网 海陵区 海陵区寺巷镇类型：个人独资企业顺企编码：21203704",,https://www.11467.com/taizhoushi/co/58188.htm,
泰州市日成纺织有限公司,泰州 泰州市开发区寺巷镇三野村五组,15052402953,"扁平吊带 , 安全带 , 安全绳 , 安全网 ,  布 ,  纱 , 服装辅料 , 化纤线 , 吊装带 , 帐篷带 ",李扣萍,13775663512,,,1214276119@qq.com,在业,,,,人民币100万元 (万元),"法人名称：泰州市日成纺织有限公司主要经营产品：扁平吊带 , 安全带 , 安全绳 , 安全网 ,  布 ,  纱 , 服装辅料 , 化纤线 , 吊装带 , 帐篷带 经营范围：安全带、安全网、化纤绳、吊带、吊网、化纤线、棉纱、工具包、手套、服装辅料、布制造销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321291553761328R发证机关：泰州医药高新技术产业开发区市场监督管理局核准日期：2010-09-03经营期限：10年经营状态：在业经营模式：生产加工成立时间：2010年06月07日职员人数：51人注册资本：人民币100万元 (万元)所属分类：自然灾害防护产品公司所属城市：泰州企业网 泰兴市 泰兴市开发区类型：有限责任公司(自然人独资)顺企编码：21369948",,https://www.11467.com/taizhoushi/co/58652.htm,
